filename,painter_dir,bucket,painter_gt,painting_gt,painter_prediction,painting_prediction,painter_judge_response,painting_judge_response,painter_correct,painting_correct
monet/well_known/woman_with_a_parasol.jpg,monet,well_known,Claude Monet,Woman with a Parasol,"This painting was created by **Claude Monet**, the renowned French Impressionist painter.

The artwork is titled **“Woman with a Parasol – Madame Monet and Her Son”** (French: *Femme au parasol – Madame Monet et son fils*), and it was painted in **1875**.

It is a quintessential example of Impressionism, characterized by:
- **Visible, expressive brushstrokes** that capture the fleeting effects of light.
- **An emphasis on the changing qualities of light and color** in an outdoor setting.
- **A focus on everyday subjects** – in","The painting is titled **“Woman with a Parasol – Madame Monet and Her Son”**.

It was painted by **Claude Monet** in **1875**.

This work is a quintessential example of **Impressionism**, showcasing Monet’s signature style of capturing fleeting moments of light and atmosphere. The painting depicts Monet’s wife, **Camille**, holding a green parasol, and their son, **Michel**, in a sun-dappled field. The brushwork is loose and expressive, emphasizing the play of light and shadow rather than precise detail.

The painting is currently housed in the",Yes,Yes,Yes,Yes
monet/well_known/rouen_cathedral.jpg,monet,well_known,Claude Monet,Rouen Cathedral,"This painting was created by **Claude Monet**.

The artwork is titled **“Notre-Dame de Rouen”** (The Cathedral of Rouen), and it is a prime example of Monet’s **Impressionist** style. He painted the cathedral multiple times, often from the same viewpoint, to capture how the light and atmosphere changed throughout the day and across different seasons.

In this particular piece, Monet uses vibrant, textured brushstrokes and a palette dominated by warm oranges, yellows, and reds against cooler blues and purples to convey the play of light on the stone facade. The focus","The painting is titled **“Notre-Dame de Paris”** (Notre-Dame Cathedral in Paris).

It was painted by **Claude Monet** in **1892** and is an example of his **Impressionist** style. Monet created a series of paintings of the cathedral, capturing its appearance under different lighting conditions and weather. This particular work focuses on the cathedral’s facade bathed in warm, golden light, with visible brushstrokes and a vibrant interplay of colors that convey the play of light and atmosphere.

The painting is signed in the lower right corner: **“Claude Monet",Yes,No,Yes,No
monet/well_known/the_japanese_bridge.jpg,monet,well_known,Claude Monet,The Japanese Bridge,"This painting was created by **Claude Monet**, the renowned French Impressionist painter.

The artwork is titled **“Water Lilies”** (French: *Nymphéas*), and it depicts his famous water garden at Giverny, where he lived and painted from 1890 until his death in 1926. This particular piece is one of his most celebrated works, showcasing his mastery of light, color, and the fleeting effects of nature.

Monet’s “Water Lilies” series is iconic for its focus on the surface of the pond, the reflections of the sky and surrounding","The painting is titled **“Water Lilies”** (French: *Nymphéas*), and it was created by the French Impressionist artist **Claude Monet**.

This particular work is part of Monet’s famous *Water Lilies* series, which he painted from the 1890s until his death in 1926. The painting you’ve shown is one of his most iconic and celebrated works, depicting his garden pond at Giverny, France, where he lived and painted for many years.

The scene features a curved wooden bridge arching over the water, with water",Yes,Yes,Yes,Yes
monet/less_known/la_grenouill_re.jpg,monet,less_known,Claude Monet,La Grenouillère,"This painting is **“The Boats at Argenteuil” (Les Bateaux à Argenteuil)**, created by **Claude Monet** in 1872.

It is a quintessential example of **Impressionism**, showcasing Monet’s signature style: bold, visible brushstrokes, an emphasis on the fleeting effects of light and color, and a focus on everyday scenes. The painting depicts a lively riverside scene at Argenteuil, a popular boating spot near Paris, with figures on boats and a pier, rendered with vibrant reflections on the water.

Monet was one of the founding figures","The painting is titled **“The Boats at Argenteuil”** (French: *Les Bateaux à Argenteuil*).

It was painted by **Claude Monet** in **1874** and is an important example of his early Impressionist style. The work depicts a lively scene on the Seine River at Argenteuil, a popular recreational spot near Paris where Monet and his family often visited. The painting captures the shimmering reflections on the water, the figures in boats, and the lush greenery along the riverbank — all rendered with Monet’s characteristic loose brushwork and emphasis",Yes,No,Yes,No
monet/less_known/the_magpie.jpg,monet,less_known,Claude Monet,The Magpie,"This painting was created by **Claude Monet**, the renowned French Impressionist painter.

The artwork is titled **“Snow Effect, Giverny”** (French: *Effet de neige, Giverny*), painted in **1875**.

It is a quintessential example of Monet’s early Impressionist style, capturing the fleeting effects of light and atmosphere in a winter landscape. The painting depicts a snow-covered rural scene near his home in Giverny, France, featuring a wooden fence, snow-laden trees, and a distant house. Monet’s brushwork is","The painting is titled **“Snow Effect, Winter Landscape”** (French: *Effet de neige, paysage d’hiver*).

It was painted by the renowned French Impressionist artist **Claude Monet** in 1875. This work is a quintessential example of Monet’s early winter landscapes, capturing the quiet beauty and atmospheric effects of snow-covered rural scenes. The painting is currently held in the **Musée d’Orsay** in Paris.

Monet’s technique in this piece—using visible brushstrokes and a palette of whites, blues, and earthy browns—em",Yes,No,Yes,No
monet/less_known/camille_on_her_deathbed.jpg,monet,less_known,Claude Monet,Camille on Her Deathbed,"This painting was created by **Claude Monet**.

The artwork is titled **“The Sea at Pourville”** (French: *La Mer à Pourville*), painted in 1882. It is an example of Monet’s Impressionist style, characterized by visible brushstrokes, an emphasis on the depiction of light and its changing qualities, and ordinary subject matter.

Monet was a central figure in the Impressionist movement, and this piece reflects his fascination with capturing the fleeting effects of natural light on the sea. The painting depicts a stormy sea at Pourville-sur-Mer, a coastal","The painting is titled **“The Wave”** (French: *La Vague*), created by the French Impressionist painter **Claude Monet** in 1882.

It is a dynamic and expressive depiction of a crashing wave, rendered with Monet’s characteristic loose brushwork and emphasis on light and movement. The painting captures the turbulent energy of the sea, with swirling strokes of blue, white, and gray conveying the force of the water. The signature “Claude Monet” is visible in the lower right corner.

This work is part of Monet’s series of seascapes and is celebrated for",Yes,No,Yes,No
monet/less_known/the_red_boats_argenteuil.jpg,monet,less_known,Claude Monet,"The Red Boats, Argenteuil","This painting was created by **Claude Monet**.

The artwork is titled **“The River Oise at Argenteuil”** (French: *La Seine à Argenteuil*), painted in **1873**. It is a quintessential example of **Impressionism**, a movement Monet helped found.

### Key Features of the Painting:
- **Impressionistic Style**: Monet uses short, visible brushstrokes to capture the fleeting effects of light and atmosphere.
- **Color Palette**: Dominated by blues and greens, with touches of warm orange and white, reflecting the play of sunlight on","The painting is titled **“The River Oise at Pontoise”** (French: *La Seine à Pontoise*).

It was painted by **Claude Monet** in **1873** and is an example of his early Impressionist style. The work captures a tranquil scene on the river, with boats moored along the banks, a house nestled among trees on the left, and a distant view of the town of Pontoise under a bright, partly cloudy sky. Monet’s use of light and color, particularly the shimmering reflections on the water and the soft blending of tones,",Yes,No,Yes,No
monet/less_known/grainstacks_at_the_end_of_summer.jpg,monet,less_known,Claude Monet,Grainstacks at the End of Summer,"This painting was created by **Claude Monet**, the renowned French Impressionist painter.

The artwork is titled **“The Cliff at Pourville”** (French: *Le Rocher à Pourville*), and it was painted in **1891**. It is a prime example of Monet’s later work, showcasing his mastery of color and light, particularly his focus on the changing effects of sunlight on landscapes.

Key features of this painting include:
- **Impressionist style**: Visible, textured brushstrokes that capture the fleeting moment of light.
- **Color palette**: A vibrant mix of warm oranges,","The painting is titled **“The Cliff at Pourville”** (French: *Le Rocher à Pourville*).

It was painted by **Claude Monet** in **1891** and is an example of his late Impressionist style, characterized by vibrant color and visible brushstrokes. The work depicts a dramatic cliffside scene at Pourville-sur-Mer, Normandy, France, with the cliff bathed in warm, golden light against a soft, hazy sky. The painting is signed and dated “Claude Monet 91” in the lower left corner.

This piece is part of",Yes,No,Yes,No
Paul_Cézanne/well_known/the_card_players.jpg,Paul_Cézanne,well_known,Paul Cézanne,The Card Players,"This painting is **“The Card Players” (Les Joueurs de cartes)**, created by the French Post-Impressionist painter **Paul Cézanne**.

It was painted around **1890–1895**, and Cézanne produced several versions of this subject, often depicting groups of peasants playing cards in a rustic setting. This particular version is one of the most famous and is housed in the **Musée d'Orsay** in Paris.

Cézanne’s approach in this work is characteristic of his style: he uses simplified forms, geometric shapes, and a muted color palette","The painting is titled **“The Card Players”** (French: *Les Joueurs de cartes*), painted by **Paul Cézanne** in 1890–1892.

It is one of Cézanne’s most famous and influential works, depicting a group of men playing cards in a rustic interior. The painting is notable for its simplified forms, flattened perspective, and the way Cézanne uses color and structure to convey a sense of quiet, focused concentration. The figures are rendered with a sense of solidity and monumentality, and the composition is carefully balanced, with the table and",Yes,Yes,Yes,Yes
Paul_Cézanne/well_known/mont_sainte_victoire.jpg,Paul_Cézanne,well_known,Paul Cézanne,Mont Sainte-Victoire,"This painting was created by **Émile Bernard**.

**Émile Bernard** (1868–1941) was a French Post-Impressionist painter and a key figure in the development of Synthetism, a style that emphasized simplified forms and bold, flat colors. He was also a close associate of Paul Gauguin and Vincent van Gogh, and his work significantly influenced the development of modern art.

This particular painting, **“Landscape with a Stream” (c. 1890)**, exemplifies Bernard’s characteristic style — thick, visible brushstrokes, a focus on","The painting is titled **“The River”**.

It was created by the French artist **Émile Bernard** in 1887. This work is an example of Bernard’s early Post-Impressionist style, characterized by bold brushwork and a focus on natural landscapes. The painting depicts a river flowing through a wooded, hilly landscape under a cloudy sky, with visible texture and expressive application of paint.

Émile Bernard was a key figure in the development of Synthetism, a movement that emphasized symbolic and decorative qualities over naturalistic representation — a style evident in this piece.

**Artist**: Émile Bernard",No,No,No,No
Paul_Cézanne/well_known/the_large_bathers.jpg,Paul_Cézanne,well_known,Paul Cézanne,The Large Bathers,"This painting is **“The Large Bathers” (Les Grandes Baigneuses)**, created by **Paul Cézanne** in 1905–1906.

It is one of his most famous and ambitious works, depicting a group of nude women in a landscape. Cézanne was a pivotal figure in the transition from 19th-century Impressionism to 20th-century Modernism. In this painting, he uses bold, simplified forms and a limited palette—primarily blues, yellows, and greens—to explore the relationship between figure and space, and to convey a","The painting is titled **“The Large Bathers”** (French: *Les Grandes Baigneuses*), created by **Paul Cézanne** in **1894–1895**.

It is one of Cézanne’s most famous and influential works, showcasing his innovative approach to form, color, and perspective. The painting depicts a group of nude women in a natural setting, likely a riverbank or forest clearing, rendered with bold, simplified shapes and a striking contrast between warm ochre tones for the figures and cool blues and greens for the background.

Cézanne’s treatment",Yes,Yes,Yes,Yes
Paul_Cézanne/well_known/still_life_with_apples.jpg,Paul_Cézanne,well_known,Paul Cézanne,Still Life with Apples,"This painting is **“Still Life with Apples and a Glass”** (1907), created by the French painter **Paul Cézanne**.

Cézanne is renowned for his innovative approach to still life, which bridged the gap between Impressionism and Cubism. In this work, he uses bold, visible brushstrokes and simplified forms to capture the essence of the objects rather than their exact appearance. The composition features a plate of apples, a glass, and a white pitcher, rendered with a strong sense of structure and color harmony.

Cézanne’s still lifes are celebrated for their geometric","The painting is titled **“Still Life with Apples and a Glass”** (French: *Nature morte aux pommes et à la bouteille*), created by the French Post-Impressionist artist **Paul Cézanne** in 1895.

It is a classic example of Cézanne’s still-life work, showcasing his innovative approach to form and color. The composition features a bowl of apples on a table, alongside a glass and a white pitcher in the background. Cézanne’s brushwork is visible and textured, and he uses simplified geometric shapes to structure the scene — a",Yes,Yes,Yes,Yes
Paul_Cézanne/well_known/the_basket_of_apples.jpg,Paul_Cézanne,well_known,Paul Cézanne,The Basket of Apples,"This painting was created by **Paul Cézanne**.

The artwork is titled **“Still Life with Apples, Bottle, and Bread”** (French: *Nature morte aux pommes, bouteille et pain*), painted around 1890–1893. It is a quintessential example of Cézanne’s late style, showcasing his innovative approach to form and color that would profoundly influence modern art.

Key features of this painting include:
- A composition centered on a basket of fruit, a dark bottle, and a plate of bread, arranged on a white cloth.
- Cé","The painting is titled **“Still Life with Peaches and Bread”** (French: *Nature morte aux pêches et aux pains*).

It was painted by the French Post-Impressionist artist **Paul Cézanne** in 1895. This work is a quintessential example of Cézanne’s still-life compositions, showcasing his innovative approach to form, color, and perspective. The painting features a basket of peaches, a dark bottle, a plate of bread, and scattered fruits on a white cloth, all rendered with bold, visible brushstrokes and a focus on geometric structure.",Yes,No,Yes,No
Paul_Cézanne/less_known/boy_in_a_red_vest.jpg,Paul_Cézanne,less_known,Paul Cézanne,Boy in a Red Vest,"This painting is **“Portrait of a Boy in a Red Vest”** (French: *Portrait d’un garçonnet en gilet rouge*), created by the French Post-Impressionist painter **Paul Cézanne** in 1890.

### Key Details:
- **Artist**: Paul Cézanne (1839–1906)
- **Title**: *Portrait of a Boy in a Red Vest*
- **Year**: 1890
- **Medium**: Oil on canvas
- **Dimensions**: 73.5 x 60 cm
- **","The painting is titled **“Portrait of a Boy in a Red Vest”**.

It was created by the French Post-Impressionist artist **Paul Cézanne** in 1890. The work is an oil on canvas and is currently held in the **Musée d'Orsay** in Paris.

Cézanne’s style in this portrait reflects his move toward a more structured, geometric approach to form, even as he retains a sense of emotional depth and color harmony. The boy’s red vest stands out against the muted, earthy tones of the background and clothing, drawing the viewer’s attention to",Yes,Yes,Yes,Yes
Paul_Cézanne/less_known/the_murder.jpg,Paul_Cézanne,less_known,Paul Cézanne,The Murder,"This painting is **“The Death of Socrates”** by **Édouard Manet**, painted in 1863.

However, there is a critical point to clarify: **this is not the most famous version of “The Death of Socrates.”** The painting you are referring to — with its dramatic, dark, and emotionally charged composition — is actually **a work by the Spanish painter Francisco Goya**, titled **“The Burial of the Sardine”** (or sometimes misattributed as “The Death of Socrates”).

But wait — let’s be precise.

Actually, **this painting","The painting is titled **“The Death of Socrates”** by the French artist **Édouard Manet**.

It was painted in **1863** and is an oil on canvas work. The painting depicts the moment of Socrates’ death, as described in Plato’s *Phaedo*, where he drinks the hemlock poison while his students weep and mourn around him.

Manet’s version is notable for its stark, almost theatrical composition and its use of dramatic chiaroscuro — the strong contrast between light and dark — to focus attention on the central figures. The painting is currently housed in the **",No,No,No,No
Paul_Cézanne/less_known/the_house_of_the_hanged_man.jpg,Paul_Cézanne,less_known,Paul Cézanne,The House of the Hanged Man,"This painting was created by **Paul Cézanne**.

The artwork is titled **“The House at L’Estaque”** (French: *La Maison à L’Estaque*), painted around 1885–1886. It is a prime example of Cézanne’s work from his early period, showcasing his innovative approach to structure and form, which would later influence the development of modern art.

Key features of this painting include:
- **Impressionistic brushwork** with visible, textured strokes.
- A **strong sense of structure and geometry**, even in a seemingly natural landscape.","The painting is titled **“The Village of Érôme”** (French: *Le village d’Érôme*).

It was painted by the French artist **Paul Signac** in 1887. Signac was a key figure in the development of **Pointillism**, a style characterized by the use of small, distinct dots of color that blend optically when viewed from a distance. This painting exemplifies his early work in that style, capturing a rural French village scene with a focus on light, color, and texture.

The painting is currently held in the **Musée d’Orsay** in",Yes,No,Yes,No
Paul_Cézanne/less_known/pyramid_of_skulls.jpg,Paul_Cézanne,less_known,Paul Cézanne,Pyramid of Skulls,"This painting, *The Skulls*, was created by **Édouard Manet**.

It was painted in 1864 and is an example of Manet’s early work, which often explored themes of mortality and the macabre. The painting features several skulls arranged in a still life composition, rendered with a loose, almost impressionistic brushwork that was characteristic of Manet’s style at the time.

Manet was a pivotal figure in the transition from Realism to Impressionism, and this work reflects his interest in challenging traditional academic painting by focusing on everyday, often unsettling subjects. The painting is now part","The painting is titled **“The Skulls”** (French: *Les Crânes*), created by the French artist **Paul Cézanne** in **1896**.

It is a still life painting that features several human skulls arranged in a composition that emphasizes form, color, and spatial relationships — hallmarks of Cézanne’s mature style. The work reflects his interest in the symbolic and philosophical dimensions of mortality, while also showcasing his innovative approach to structure and perspective.

Cézanne often painted skulls as a meditation on death and the transience of life, and this piece is one of his",No,No,No,No
Paul_Gauguin/well_known/where_do_we_come_from_what_are_we_where_are_we_going.jpg,Paul_Gauguin,well_known,Paul Gauguin,Where Do We Come From? What Are We? Where Are We Going?,"This painting is **“Where Do We Come From? What Are We? Where Are We Going?”** (French: *D'où venons-nous? Que sommes-nous? Où allons-nous?*), created by the French Post-Impressionist painter **Paul Gauguin** in 1897–1898.

It is one of Gauguin’s most famous and profound works, painted during his time in Tahiti. The painting is a large, symbolic, and deeply philosophical composition that explores existential questions about human origins, identity, and destiny. Gauguin used bold,","The painting is titled **“Where Do We Come From? What Are We? Where Are We Going?”** (French: *D'où venons-nous? Que sommes-nous? Où allons-nous?*).

It was painted by **Paul Gauguin** in 1897–1898 and is one of his most famous and profound works. The painting is a large, symbolic, and philosophical composition that reflects Gauguin’s existential questions about human existence, origins, and destiny. It is currently housed in the **Musée d'Orsay** in Paris.

The work is",Yes,Yes,Yes,Yes
Paul_Gauguin/well_known/vision_after_the_sermon.jpg,Paul_Gauguin,well_known,Paul Gauguin,Vision After the Sermon,"This painting is **“The Angelus”** (1879–1880), created by the French painter **Jean-François Millet**.

While the image you’ve provided is actually **“The Angelus” by Émile Bernard** (1888), a Post-Impressionist painter, the original and most famous version of “The Angelus” is by Millet.

However, based on the visual style — the flattened perspective, bold colors, stylized figures, and the presence of an angel — this is **Émile Bernard’s** interpretation of the theme, painted in 1","The painting is titled **“The Angelus”** (French: *L’Ange du soir* or *L’Ange du matin*), created by the French Post-Impressionist artist **Émile Bernard** in **1880**.

It depicts a group of rural women in traditional French attire, gathered in prayer under a tree, with a red sky and a winged angel above them. The painting is notable for its bold colors, symbolic imagery, and its connection to the religious theme of the Angelus prayer, which is traditionally recited at noon and evening.

This work is an important example",No,No,No,No
Paul_Gauguin/well_known/the_yellow_christ.jpg,Paul_Gauguin,well_known,Paul Gauguin,The Yellow Christ,"This painting was created by **Paul Gauguin**.

The artwork is titled **“The Yellow Christ”** (French: *Le Christ jaune*), and it was painted in **1889**. It is one of Gauguin’s most famous and influential works, showcasing his distinctive Post-Impressionist style.

### Key Features of the Painting:
- **Subject**: The central figure is Christ on the cross, rendered in a striking yellow hue, which contrasts with the earthy tones of the landscape.
- **Style**: Gauguin’s use of bold, flat colors and simplified forms is evident. The","The painting is titled **“The Yellow Christ”** (French: *Le Christ jaune*).

It was painted by **Paul Gauguin** in **1889** and is one of his most iconic and influential works. The painting depicts the crucifixion of Christ, rendered in Gauguin’s distinctive Post-Impressionist style, characterized by bold, flat colors and simplified forms.

The scene is set in a stylized, almost dreamlike landscape, with Christ’s body painted in a striking yellow, contrasting with the earthy tones of the background. Below the cross, several figures — likely villagers or mourn",Yes,Yes,Yes,Yes
Paul_Gauguin/well_known/tahitian_women_on_the_beach.jpg,Paul_Gauguin,well_known,Paul Gauguin,Tahitian Women on the Beach,"This painting was created by **Paul Gauguin**.

The artwork is titled **“Two Tahitian Women”** (French: *Deux Tahitiennes*), painted in 1891 during Gauguin’s first stay in Tahiti. It is a prime example of his Post-Impressionist style, characterized by bold, flat colors, simplified forms, and a focus on the exotic and the spiritual.

In this painting, Gauguin depicts two Tahitian women in a serene, intimate setting. The woman on the left, wearing a blue top and a red skirt with white floral patterns, is seated and","The painting is titled **“Two Tahitian Women”** (French: *Deux Tahitiennes*), created by the French Post-Impressionist artist **Paul Gauguin** in 1891.

It depicts two Tahitian women seated on the sand, likely on the island of Tahiti, where Gauguin had moved to seek inspiration and escape European society. The painting is notable for its bold, flat colors, simplified forms, and symbolic use of color — hallmarks of Gauguin’s style during his time in Tahiti. The woman on the right, in pink, gazes directly at the",Yes,Yes,Yes,Yes
