filename,painter_dir,bucket,painter_gt,painting_gt,painter_prediction,painting_prediction,painter_judge_response,painting_judge_response,painter_correct,painting_correct
monet/well_known/water_lilies.jpg,monet,well_known,Claude Monet,Water Lilies,"This painting is ""Water Lilies"" by the renowned French artist Claude Monet. It is a famous example of Impressionism, a movement that emphasized the depiction of light and color in the natural world.","The painting is ""Water Lilies"" by Claude Monet.",Yes,Yes,Yes,Yes
monet/well_known/woman_with_a_parasol.jpg,monet,well_known,Claude Monet,Woman with a Parasol,"This painting was created by the renowned French Impressionist painter Claude Monet.

The artwork is titled ""Woman with an Umbrella"" and is a prime example of Monet's style, which is characterized by his use of light and color to capture the fleeting effects of natural light. The painting is a key work in the Impressionist movement, which sought to depict modern life and the changing atmosphere of the world.","The painting is titled ""Woman with a Parasol"" by Claude Monet.",Yes,Yes,Yes,Yes
monet/well_known/rouen_cathedral.jpg,monet,well_known,Claude Monet,Rouen Cathedral,"This painting was created by the French Impressionist painter Claude Monet.

The artwork is titled ""The Cathedral of Sainte-Clotilde"" and is a prime example of Monet's characteristic style, which emphasizes the effects of light and color on the natural world. The painting is a vertical oil on canvas, measuring 100 x 50 cm, and is signed by the artist in the lower right corner.","The painting is ""The Cathedral of Sainte-Croix"" by the French Impressionist painter Claude Monet.",Yes,No,Yes,No
monet/well_known/the_japanese_bridge.jpg,monet,well_known,Claude Monet,The Japanese Bridge,"This painting is ""The Bridge at Giverny"" by the renowned French Impressionist painter Claude Monet.

The painting depicts a serene garden scene at the Château de Giverny, where Monet lived and worked. The bridge, a key element in the composition, is a classic example of the artist's fascination with light and color, and the surrounding water lilies are a hallmark of his style.","The painting is ""The Bridge at Giverny"" by Claude Monet.",Yes,No,Yes,No
monet/less_known/la_grenouill_re.jpg,monet,less_known,Claude Monet,La Grenouillère,"This painting is ""The Boating Party"" by the French Impressionist painter **Camille Pissarro**.","The painting is ""The Boating Party"" by the French Impressionist painter Pierre-Auguste Renoir.",No,No,No,No
monet/less_known/the_magpie.jpg,monet,less_known,Claude Monet,The Magpie,"This painting was created by the French Impressionist painter Claude Monet.

The artwork is titled ""Snowy Landscape"" and is a prime example of Monet's characteristic style, which focused on capturing the changing effects of light and atmosphere in nature. The painting is a key piece in the Impressionist movement, which sought to depict scenes of everyday life with a focus on light and color rather than detailed realism.","The painting is titled ""Winter Landscape with a Gate"" by the artist C. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H.",Yes,No,Yes,No
monet/less_known/camille_on_her_deathbed.jpg,monet,less_known,Claude Monet,Camille on Her Deathbed,"This painting was created by the French Impressionist painter Claude Monet.

The artwork is titled ""The Storm"" and is a prime example of Monet's mastery of light and color, particularly in his Impressionist style. The painting captures the dynamic and chaotic nature of a storm, with swirling brushstrokes and a palette dominated by whites, grays, and dark tones to convey the intensity of the weather.","The painting is titled ""The Storm"" by the French artist Claude Monet.",Yes,No,Yes,No
monet/less_known/the_red_boats_argenteuil.jpg,monet,less_known,Claude Monet,"The Red Boats, Argenteuil","This painting was created by the renowned French Impressionist painter Claude Monet.

The artwork is titled ""The Canal at Argenteuil"" and is a famous example of his work, which is characterized by its focus on light and color. It was painted in 1873 and is one of the most celebrated works in the Impressionist movement.","The painting is titled ""The Canal at Argenteuil"" by the French Impressionist painter Claude Monet.",Yes,No,Yes,No
monet/less_known/grainstacks_at_the_end_of_summer.jpg,monet,less_known,Claude Monet,Grainstacks at the End of Summer,"This painting was created by the French Impressionist painter Claude Monet.

The artwork is titled ""Sunset on the Hillside"" and is a prime example of Monet's characteristic style, which focused on capturing the changing light and color of the natural world. The painting is signed ""Claude Monet"" and dated ""91"" in the lower left corner, indicating it was created in 1891.","The painting is ""Sunset on the Mountains"" by Claude Monet.",Yes,No,Yes,No
Paul_Cézanne/well_known/the_card_players.jpg,Paul_Cézanne,well_known,Paul Cézanne,The Card Players,"This painting is *The Card Players* by the French artist **Paul Cézanne**.

It was created in 1898 and is a significant work in the Post-Impressionist movement. The painting depicts a group of men gathered around a table, engaged in a game of cards, with a focus on the figures and their interactions. Cézanne's style is characterized by his use of bold, geometric forms and a rich, textured surface, which are evident in this piece.","The painting is titled ""The Card Players"" by the French artist Paul Cézanne.",Yes,Yes,Yes,Yes
Paul_Cézanne/well_known/mont_sainte_victoire.jpg,Paul_Cézanne,well_known,Paul Cézanne,Mont Sainte-Victoire,This painting was created by the French artist Vincent van Gogh.,"The painting is titled ""The River"" by the French artist Paul Cézanne.",No,No,No,No
Paul_Cézanne/well_known/the_large_bathers.jpg,Paul_Cézanne,well_known,Paul Cézanne,The Large Bathers,"This painting is *The Nudes in the Garden*, created by the French artist **Paul Cézanne**. It is a notable work in his later period, showcasing his distinctive style of using bold, geometric forms and a rich palette of colors.","The painting is titled ""The Nudes"" by the French artist Paul Cézanne.",Yes,No,Yes,No
Paul_Cézanne/well_known/still_life_with_apples.jpg,Paul_Cézanne,well_known,Paul Cézanne,Still Life with Apples,"This painting is ""Still Life with Apples"" by the French artist Paul Cézanne.","The painting is ""Still Life with Apples"" by the French artist Paul Cézanne.",Yes,Yes,Yes,Yes
Paul_Cézanne/well_known/the_basket_of_apples.jpg,Paul_Cézanne,well_known,Paul Cézanne,The Basket of Apples,"This painting is ""Still Life with Apples and a Bottle"" by the French artist Paul Cézanne.","The painting is titled ""Still Life with Apples and a Bottle"" by the French artist Paul Cézanne.",Yes,No,Yes,No
Paul_Cézanne/less_known/boy_in_a_red_vest.jpg,Paul_Cézanne,less_known,Paul Cézanne,Boy in a Red Vest,"This painting is ""The Boy with the Red Vest"" by the French artist Paul Cézanne.","The painting is titled ""The Boy with the Red Vest"" by the French artist Paul Cézanne.",Yes,Yes,Yes,Yes
Paul_Cézanne/less_known/the_murder.jpg,Paul_Cézanne,less_known,Paul Cézanne,The Murder,"This painting is ""The Death of the Virgin"" by the Spanish painter Francisco de Zurbarán. It is a notable work in the Baroque period, known for its dramatic use of light and shadow, and its religious themes.","The painting is ""The Death of the Virgin"" by the Spanish artist Francisco de Zurbarán.",No,No,No,No
Paul_Cézanne/less_known/the_black_marble_clock.jpg,Paul_Cézanne,less_known,Paul Cézanne,The Black Marble Clock,"This painting is ""Still Life with a Seashell"" by the renowned French artist **Henri Matisse**. It is a classic example of his work, which is known for its vibrant colors and innovative use of form and composition.","The painting is ""Still Life with a Seashell"" by the artist L. L. L.",No,No,No,No
Paul_Cézanne/less_known/the_house_of_the_hanged_man.jpg,Paul_Cézanne,less_known,Paul Cézanne,The House of the Hanged Man,"This painting was created by the French artist Paul Sérusier, a prominent figure in the Post-Impressionist movement.","The painting is titled ""The Village of Saint-André"" by the French artist Camille Pissarro.",No,No,No,No
Paul_Cézanne/less_known/pyramid_of_skulls.jpg,Paul_Cézanne,less_known,Paul Cézanne,Pyramid of Skulls,"This painting is *The Skulls* by the French artist Paul Cézanne. It is a notable work in the Post-Impressionist movement, known for its distinctive use of color and form.","The painting is titled ""Skulls"" by the French artist Paul Cézanne.",Yes,No,Yes,No
Paul_Gauguin/well_known/where_do_we_come_from_what_are_we_where_are_we_going.jpg,Paul_Gauguin,well_known,Paul Gauguin,Where Do We Come From? What Are We? Where Are We Going?,"This painting is ""The Garden of the Gods"" by the French artist Henri Matisse. It is a significant work in the Fauvist movement, known for its bold use of color and expressive forms.","The painting is titled ""The Garden of the Gods"" by the French artist Paul Gauguin.",No,No,No,No
Paul_Gauguin/well_known/vision_after_the_sermon.jpg,Paul_Gauguin,well_known,Paul Gauguin,Vision After the Sermon,"This painting is *The Holy Family* by the French artist **Paul Cézanne**.

It is a notable work in the Post-Impressionist movement, created in 1895. The painting depicts a religious scene, likely the Holy Family, and is known for its bold use of color and distinctive brushwork.","The painting is titled ""The Holy Family"" by the French artist Paul Cézanne.",No,No,No,No
Paul_Gauguin/well_known/tahitian_women_on_the_beach.jpg,Paul_Gauguin,well_known,Paul Gauguin,Tahitian Women on the Beach,"This painting is *The Two Women* by the renowned American painter **Paul Gauguin**.

It was created in 1891 and is a significant work in his style, which is characterized by bold colors, simplified forms, and a focus on the subject's inner emotional state. The painting depicts two women on a beach, with a strong sense of intimacy and connection between them.","The painting is titled ""Two Women on the Beach"" by the artist Paul Gauguin.",Yes,No,Yes,No
Paul_Gauguin/well_known/spirit_of_the_dead_watching.jpg,Paul_Gauguin,well_known,Paul Gauguin,Spirit of the Dead Watching,"This painting is ""The Woman in the Bed"" by the French artist Henri Matisse. It was created in 1907 and is a notable example of his work during the early years of his career.","The painting is titled ""The Woman in the Bed"" by the French artist Henri Matisse.",No,No,No,No
Paul_Gauguin/less_known/the_loss_of_virginity.jpg,Paul_Gauguin,less_known,Paul Gauguin,The Loss of Virginity,"This painting is *The Man with the Dog* by the renowned Spanish painter **Pablo Picasso**.

It was created in 1907 and is a significant work in his early career, showcasing his distinctive style that blends elements of Cubism with a more naturalistic approach. The painting is a prime example of Picasso's exploration of form, color, and the human form in the early 20th century.","The painting is titled ""The Man with the Dog"" by the artist Karel Appel.",No,No,No,No
Paul_Gauguin/less_known/the_swineherd_brittany.jpg,Paul_Gauguin,less_known,Paul Gauguin,"The Swineherd, Brittany","This painting was created by the French artist Paul Gauguin, a prominent figure in the Post-Impressionist movement. The artwork is titled ""The Shepherd"" and was painted in 1888.","The painting is titled ""The Shepherd"" by the French artist Paul Gauguin.",Yes,No,Yes,No
Paul_Gauguin/less_known/the_ham.jpg,Paul_Gauguin,less_known,Paul Gauguin,The Ham,"This painting is ""Still Life with Ham"" by the French artist **Paul Cézanne**.

It was created in 1892 and is a notable example of his work, which is characterized by his use of geometric forms and a focus on the structure of objects. The painting is currently housed in the Musée d'Orsay in Paris.","The painting is titled ""Still Life with Ham and Onions"" by the French artist Paul Cézanne.",No,No,No,No
Paul_Gauguin/less_known/self_portrait_with_halo.jpg,Paul_Gauguin,less_known,Paul Gauguin,Self-Portrait with Halo,"This painting is ""The Man with the Apple"" by the renowned Austrian painter **Egon Schiele**.

It was created in 1912 and is a prime example of Schiele's distinctive style, which often features elongated figures, expressive faces, and a focus on the inner emotional states of his subjects. The painting is notable for its use of bold colors and the symbolic presence of the apple, which in this context is a metaphor for temptation or the desire for something beyond the mundane.","The painting is titled ""The Man with the Apple"" by the artist Paul Klee.",No,No,No,No
picasso/well_known/guernica.jpg,picasso,well_known,Pablo Picasso,Guernica,"This painting is ""The Dream"" by Pablo Picasso, a renowned Spanish artist. It is a significant work in the Cubist movement, created in 1932.","The painting is titled ""The Dream of the Sun"" by Pablo Picasso.",Yes,No,Yes,No
picasso/well_known/les_demoiselles_d_avignon.jpg,picasso,well_known,Pablo Picasso,Les Demoiselles d'Avignon,"This painting is ""The Five Women"" by the renowned Spanish artist Pablo Picasso. It is a significant work from his early period, created in 1907.","The painting is titled ""The Women of the House"" by the artist Pablo Picasso.",Yes,No,Yes,No
picasso/well_known/the_old_guitarist.jpg,picasso,well_known,Pablo Picasso,The Old Guitarist,"This painting is ""The Guitarist"" by the Spanish artist José Luis Sánchez.","The painting is titled ""The Guitarist"" by the artist José Luis Sánchez.",No,No,No,No
picasso/well_known/girl_before_a_mirror.jpg,picasso,well_known,Pablo Picasso,Girl before a Mirror,"This painting is *The Mirror*, created by the Spanish artist **Pablo Picasso**.

It is a notable example of his work in the Cubist style, specifically from his period of experimentation with the ""Cubist"" movement. The painting features a woman in a mirror, with a fragmented and stylized representation of her face and body, reflecting the artist's interest in geometry and perspective.","The painting is titled ""The Mirror"" by the Spanish artist Pablo Picasso.",Yes,No,Yes,No
picasso/well_known/three_musicians.jpg,picasso,well_known,Pablo Picasso,Three Musicians,"This painting is *The Jazz Band* by the renowned Spanish artist **Pablo Picasso**.

It was created in 1932 and is a prime example of Picasso's work during the period of his ""Blue Period"" and the ""Rose Period,"" which were characterized by his use of vibrant colors and expressive forms. The painting is a significant piece in the evolution of modern art, reflecting Picasso's innovative approach to form and composition.","The painting is titled ""The Jazz Band"" by the artist Pablo Picasso.",Yes,No,Yes,No
picasso/less_known/science_and_charity.jpg,picasso,less_known,Pablo Picasso,Science and Charity,"This painting is ""The Sick Woman"" by the renowned German painter **Johann Wilhelm von Kaulbach**.

Kaulbach was a prominent figure in the German Romantic movement, known for his detailed and emotionally charged depictions of everyday life and domestic scenes. This particular work, ""The Sick Woman,"" is a prime example of his style, capturing a moment of profound human emotion and vulnerability within a domestic setting.","The painting is titled ""The Sick Woman"" by the artist J. M. W. Turner.",No,No,No,No
picasso/less_known/the_soup.jpg,picasso,less_known,Pablo Picasso,The Soup,This painting was created by the French artist Paul Cézanne.,"The painting is titled ""The Mother and the Child"" by the French artist Paul Cézanne.",No,No,No,No
picasso/less_known/portrait_of_gertrude_stein.jpg,picasso,less_known,Pablo Picasso,Portrait of Gertrude Stein,"This painting is ""Portrait of a Woman"" by the renowned Spanish painter Pablo Picasso. It is a significant work from his early period, created in 1901.","The painting is titled ""Portrait of a Woman"" by the artist Pablo Picasso.",Yes,No,Yes,No
picasso/less_known/still_life_with_chair_caning.jpg,picasso,less_known,Pablo Picasso,Still Life with Chair Caning,"This painting is ""The Ship"" by Pablo Picasso, a renowned Spanish artist. It is a notable example of his work in the Cubist style, which he developed in the early 20th century.","The painting is titled ""The Ship"" by the Spanish artist Pablo Picasso.",Yes,No,Yes,No
rembrant/well_known/the_night_watch.jpg,rembrant,well_known,Rembrandt,The Night Watch,"This painting was created by the Dutch artist Rembrandt van Rijn, a prominent figure in the Dutch Golden Age.","The painting is titled ""The Travelers"" by the Dutch artist Rembrandt van Rijn.",Yes,No,Yes,No
rembrant/well_known/the_anatomy_lesson_of_dr_nicolaes_tulp.jpg,rembrant,well_known,Rembrandt,The Anatomy Lesson of Dr. Nicolaes Tulp,"This painting was created by the Dutch artist Rembrandt van Rijn, a prominent figure in the Dutch Golden Age. The artwork, titled ""The Anatomy Lesson of Dr. Nicolaes Tulp,"" is a famous example of his mastery in depicting human anatomy and the human condition.","The painting is titled ""The Anatomy Lesson of Dr. Nicolaes Tulp"" by Rembrandt van Rijn.",Yes,Yes,Yes,Yes
rembrant/well_known/the_return_of_the_prodigal_son.jpg,rembrant,well_known,Rembrandt,The Return of the Prodigal Son,"This painting was created by Rembrandt van Rijn, a Dutch painter, printmaker, and etcher who was a leading figure in the Dutch Golden Age. The artwork is a print, likely an etching or engraving, and is signed ""Rembrandt 1633"" in the lower center.","The painting is titled ""The Prodigal Son"" by Rembrandt.",Yes,No,Yes,No
rembrant/well_known/the_jewish_bride.jpg,rembrant,well_known,Rembrandt,The Jewish Bride,"This painting is ""The Marriage of the Virgin"" by the Dutch painter Rembrandt van Rijn. It is a notable work from his later period, created around 1640. The painting is known for its dramatic use of light and shadow, a technique known as chiaroscuro, which is a hallmark of Rembrandt's style.","The painting is titled ""The Marriage of the Virgin"" by the Dutch artist Rembrandt van Rijn.",Yes,No,Yes,No
rembrant/less_known/the_polish_rider.jpg,rembrant,less_known,Rembrandt,The Polish Rider,"This painting is ""The Knight on the Horse"" by the Italian painter **Raffaello Sanzio** (also known as Raphael).

It is a notable work from the Renaissance period, created around 1508. The painting depicts a knight on horseback, with a dramatic and somewhat somber atmosphere, and is a prime example of Raphael's skill in composition and light.","The painting is titled ""The Knight on the Horse"" by the Italian artist Francesco Guardi.",No,No,No,No
rembrant/less_known/the_mill.jpg,rembrant,less_known,Rembrandt,The Mill,"This painting was created by the Dutch artist Hendrik van der Meulen, a prominent figure in the Dutch Golden Age.","The painting is titled ""The Windmill at the Sea"" by the Dutch artist Gerrit van der Veen.",No,No,No,No
rembrant/less_known/bathsheba_at_her_bath.jpg,rembrant,less_known,Rembrandt,Bathsheba at Her Bath,"This painting is ""The Bathing Woman"" by the Dutch painter **Johannes Vermeer**. It is a notable example of his work, which is known for its meticulous attention to light and detail.","The painting is titled ""The Bathing Woman"" by the Dutch painter Pieter de Hooch.",No,No,No,No
rembrant/less_known/a_woman_bathing_in_a_stream.jpg,rembrant,less_known,Rembrandt,A Woman Bathing in a Stream,"This is a sketch by the Italian painter Giovanni Battista Tiepolo, known for his work in the Rococo style.","The painting is titled ""The Woman with the Hat"" by the artist Jean-Baptiste Greuze.",No,No,No,No
rembrant/less_known/aristotle_with_a_bust_of_homer.jpg,rembrant,less_known,Rembrandt,Aristotle with a Bust of Homer,"This painting is ""The Master of the Bust"" by the Dutch painter Rembrandt van Rijn. It was created in 1633 and is a notable example of his work, showcasing his mastery of light and shadow.","The painting is titled ""The Artist and the Bust of a Man"" by the Dutch painter Rembrandt van Rijn.",Yes,No,Yes,No
seurat/well_known/a_sunday_afternoon_on_the_island_of_la_grande_jatte.jpg,seurat,well_known,Georges Seurat,A Sunday Afternoon on the Island of La Grande Jatte,"This painting is ""The Garden"" by the French Impressionist painter **Camille Pissarro**.

It was created in 1875 and is a notable work from his early career. Pissarro was a key figure in the Impressionist movement, and this painting exemplifies his focus on capturing the fleeting effects of light and color in nature.","The painting is titled ""The Garden"" by the French Impressionist artist Pierre-Auguste Renoir.",No,No,No,No
seurat/well_known/bathers_at_asni_res.jpg,seurat,well_known,Georges Seurat,Bathers at Asnières,"This painting was created by the French artist Pierre-Auguste Renoir, a prominent figure in the Impressionist movement.","The painting is titled ""The Riverbank"" by the French artist Pierre-Auguste Renoir.",No,No,No,No
seurat/well_known/the_circus.jpg,seurat,well_known,Georges Seurat,The Circus,"This painting is ""The Circus"" by the French artist Henri Matisse. It is a notable example of his work, which is known for its vibrant colors and innovative use of form and composition.","The painting is titled ""Circus"" by the artist Paul-Émile Pissarro.",No,Yes,No,Yes
seurat/well_known/the_models.jpg,seurat,well_known,Georges Seurat,The Models,"This painting is *The Bathing Girls* by the French artist **Henri Matisse**.

It is a notable example of Matisse's work, created in 1905. The painting is a pointillist style, which is a technique where small dots of color are used to form an image. The work is known for its vibrant colors and the way it captures the moment of the girls bathing.","The painting is titled ""The Bath"" by the French artist Paul Cézanne.",No,No,No,No
seurat/well_known/the_channel_of_gravelines.jpg,seurat,well_known,Georges Seurat,The Channel of Gravelines,"This painting is ""The Lighthouse"" by the French artist Paul Signac, a prominent figure in the Pointillist movement.","The painting is ""The Lighthouse"" by the French artist Paul Signac.",No,No,No,No
seurat/less_known/young_woman_powdering_herself.jpg,seurat,less_known,Georges Seurat,Young Woman Powdering Herself,"This painting was created by the French artist Paul Signac, a prominent figure in the Pointillist movement.","The painting is titled ""Woman Powdering Herself.""",No,Yes,No,Yes
seurat/less_known/le_chahut.jpg,seurat,less_known,Georges Seurat,Le Chahut,The painting 'Le Chahut' was created by the French artist Henri de Toulouse-Lautrec.,"The painting is titled ""Le Chahut"".",No,Yes,No,Yes
seurat/less_known/the_bridge_at_courbevoie.jpg,seurat,less_known,Georges Seurat,The Bridge at Courbevoie,"This painting is ""The Canal at Vincennes"" by the French artist Paul Signac, a prominent figure in the Pointillist movement.","The painting is ""The Canal at the Port of Paris"" by the French artist Paul Signac.",No,No,No,No
seurat/less_known/port_en_bessin_entrance_to_the_harbor.jpg,seurat,less_known,Georges Seurat,"Port-en-Bessin, Entrance to the Harbor","This painting is ""The Bay of Brest"" by the French artist Paul Signac.","The painting is titled ""The Bay of Brest"" by the French artist Paul Signac.",No,No,No,No
van_gogh/well_known/the_starry_night.jpg,van_gogh,well_known,Vincent van Gogh,The Starry Night,"This painting is ""The Starry Night,"" created by Vincent van Gogh. It is one of his most famous works, known for its vibrant use of color and expressive brushstrokes.","The painting is ""The Starry Night,"" a famous work by Vincent van Gogh. It is a renowned oil painting created in 1889, and is one of the most iconic works in the artist's oeuvre.",Yes,Yes,Yes,Yes
van_gogh/well_known/irises.jpg,van_gogh,well_known,Vincent van Gogh,Irises,"This painting was created by Vincent van Gogh, a Dutch post-impressionist painter. The artwork is titled ""Iris"" and is a well-known example of his distinctive style, characterized by bold brushstrokes and vibrant colors.","The painting is titled ""Iris"" by Vincent van Gogh.",Yes,No,Yes,No
van_gogh/well_known/the_bedroom.jpg,van_gogh,well_known,Vincent van Gogh,The Bedroom,"This is a sketch by Vincent van Gogh, a Dutch post-impressionist painter. The image shows a room, likely his studio or a bedroom, with handwritten notes in French, which is characteristic of his artistic process.","The painting is ""The Bedroom"" by Vincent van Gogh.",Yes,Yes,Yes,Yes
van_gogh/well_known/caf_terrace_at_night.jpg,van_gogh,well_known,Vincent van Gogh,Café Terrace at Night,"This painting is ""The Café"" by the renowned French artist Vincent van Gogh. It is a famous example of his work, created in 1888.","The painting is ""Café de la Gare"" by the French artist Jean-Baptiste-Camille Corot.",Yes,No,Yes,No
van_gogh/less_known/wheat_field_with_crows.jpg,van_gogh,less_known,Vincent van Gogh,Wheat Field with Crows,"This painting is ""The Wheat Field"" by Vincent van Gogh, a Dutch post-impressionist painter. It was created in 1888 and is one of his most famous works.","The painting is ""Wheat Field with Cypresses"" by Vincent van Gogh.",Yes,No,Yes,No
van_gogh/less_known/the_potato_eaters.jpg,van_gogh,less_known,Vincent van Gogh,The Potato Eaters,"This painting is ""The Kitchen"" by Vincent van Gogh, a Dutch post-impressionist painter. It was created in 1887 and is one of his most famous works, depicting a family gathering in a dimly lit kitchen.","The painting is titled ""The Kitchen"" by the Dutch artist Vincent van Gogh.",Yes,No,Yes,No
van_gogh/less_known/tree_roots.jpg,van_gogh,less_known,Vincent van Gogh,Tree Roots,"This painting is ""The Vineyard"" by Vincent van Gogh, a Dutch post-impressionist painter. It was created in 1888 and is one of his most famous works.","The painting is titled ""The Vineyard"" by Vincent van Gogh.",Yes,No,Yes,No
van_gogh/less_known/sorrowing_old_man.jpg,van_gogh,less_known,Vincent van Gogh,Sorrowing Old Man,"This painting was created by Vincent van Gogh, a Dutch post-impressionist painter.","The painting is titled ""The Man in the Chair"" by Vincent van Gogh.",Yes,No,Yes,No
van_gogh/less_known/skull_of_a_skeleton_with_burning_cigarette.jpg,van_gogh,less_known,Vincent van Gogh,Skull of a Skeleton with Burning Cigarette,"This painting is ""The Skeleton"" by Vincent van Gogh, a Dutch post-impressionist painter. It was created in 1887 and is one of his most famous works.","The painting is titled ""The Skeleton Smoking a Cigarette"" by Vincent van Gogh.",Yes,No,Yes,No
william_turner/well_known/the_fighting_temeraire.jpg,william_turner,well_known,J. M. W. Turner,The Fighting Temeraire,"This painting is ""The Thames at Night"" by the renowned British painter John Constable.","The painting is titled ""The Thames at Night"" by the British artist John Constable.",No,No,No,No
william_turner/well_known/rain_steam_and_speed.jpg,william_turner,well_known,J. M. W. Turner,"Rain, Steam and Speed","This painting is ""The Thames at Night"" by the British artist J.M.W. Turner. Turner was a prominent figure in the Romantic movement and is known for his dramatic use of light and atmosphere.","The painting is ""The Thames at Night"" by the British artist John Constable.",Yes,No,Yes,No
william_turner/well_known/the_slave_ship.jpg,william_turner,well_known,J. M. W. Turner,The Slave Ship,"This painting is *The Great Storm* by the renowned British Romantic painter **J.M.W. Turner**. It is a famous example of his work, known for its dramatic use of light and color to depict the power of nature.","The painting is titled ""The Great Storm"" by the British artist J.M.W. Turner. It is a renowned work in the Romantic movement, depicting a dramatic and turbulent sea scene.",Yes,No,Yes,No
william_turner/well_known/snow_storm_steam_boat_off_a_harbour_s_mouth.jpg,william_turner,well_known,J. M. W. Turner,Snow Storm: Steam-Boat off a Harbour's Mouth,"This painting is ""The Storm"" by the renowned British artist J.M.W. Turner. Turner was a leading figure in the Romantic movement and is celebrated for his dramatic and atmospheric depictions of nature, particularly in his marine and storm scenes.","The painting is titled ""The Scream"" by the artist Edvard Munch.",Yes,No,Yes,No
