painter,artist,bucket,painting_title,filename,source_page_url,download_url,commons_file_title,width,height,bytes
monet,Claude Monet,well_known,"Impression, Sunrise",monet/well_known/impression_sunrise.jpg,"https://commons.wikimedia.org/wiki/File:Monet_-_Impression,_Sunrise.jpg",https://upload.wikimedia.org/wikipedia/commons/5/59/Monet_-_Impression%2C_Sunrise.jpg,"File:Monet - Impression, Sunrise.jpg",5773,4478,7105965
monet,Claude Monet,well_known,Water Lilies,monet/well_known/water_lilies.jpg,https://commons.wikimedia.org/wiki/File:Monet_w1975.1976.1977_Water_Lilies_Triptych.jpg,https://upload.wikimedia.org/wikipedia/commons/1/16/Monet_w1975.1976.1977_Water_Lilies_Triptych.jpg,File:Monet w1975.1976.1977 Water Lilies Triptych.jpg,1600,1010,372755
monet,Claude Monet,well_known,Woman with a Parasol,monet/well_known/woman_with_a_parasol.jpg,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Woman_with_a_Parasol_-_Madame_Monet_and_Her_Son_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1b/Claude_Monet_-_Woman_with_a_Parasol_-_Madame_Monet_and_Her_Son_-_Google_Art_Project.jpg,File:Claude Monet - Woman with a Parasol - Madame Monet and Her Son - Google Art Project.jpg,2120,2610,4250337
monet,Claude Monet,well_known,Rouen Cathedral,monet/well_known/rouen_cathedral.jpg,"https://commons.wikimedia.org/wiki/File:The_Portal_of_Rouen_Cathedral_in_Morning_Light,_oil_on_canvas_painting_by_Claude_Monet,_1894,_Getty_Center.JPG",https://upload.wikimedia.org/wikipedia/commons/3/32/The_Portal_of_Rouen_Cathedral_in_Morning_Light%2C_oil_on_canvas_painting_by_Claude_Monet%2C_1894%2C_Getty_Center.JPG,"File:The Portal of Rouen Cathedral in Morning Light, oil on canvas painting by Claude Monet, 1894, Getty Center.JPG",2243,3500,1625486
monet,Claude Monet,well_known,The Japanese Bridge,monet/well_known/the_japanese_bridge.jpg,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_The_Japanese_bridge_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Claude_Monet_-_The_Japanese_bridge_-_Google_Art_Project.jpg,File:Claude Monet - The Japanese bridge - Google Art Project.jpg,1136,1512,383673
monet,Claude Monet,less_known,La Grenouillère,monet/less_known/la_grenouill_re.jpg,"https://commons.wikimedia.org/wiki/File:Claude_monet,_la_grenouill%C3%A8re,_1869,_02.JPG",https://upload.wikimedia.org/wikipedia/commons/9/99/Claude_monet%2C_la_grenouill%C3%A8re%2C_1869%2C_02.JPG,"File:Claude monet, la grenouillère, 1869, 02.JPG",1923,1458,454250
monet,Claude Monet,less_known,The Magpie,monet/less_known/the_magpie.jpg,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_The_Magpie_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/7/78/Claude_Monet_-_The_Magpie_-_Google_Art_Project.jpg,File:Claude Monet - The Magpie - Google Art Project.jpg,1755,1256,879825
monet,Claude Monet,less_known,Camille on Her Deathbed,monet/less_known/camille_on_her_deathbed.jpg,https://commons.wikimedia.org/wiki/File:Monet_-_camille-monet-on-her-deathbed.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Monet_-_camille-monet-on-her-deathbed.jpg,File:Monet - camille-monet-on-her-deathbed.jpg,675,1000,263311
monet,Claude Monet,less_known,"The Red Boats, Argenteuil",monet/less_known/the_red_boats_argenteuil.jpg,"https://commons.wikimedia.org/wiki/File:Red_Boats,_Argenteuil,_by_Claude_Monet,_1875,_oil_on_canvas_-_Fogg_Art_Museum,_Harvard_University_-_DSC00682.jpg",https://upload.wikimedia.org/wikipedia/commons/3/3d/Red_Boats%2C_Argenteuil%2C_by_Claude_Monet%2C_1875%2C_oil_on_canvas_-_Fogg_Art_Museum%2C_Harvard_University_-_DSC00682.jpg,"File:Red Boats, Argenteuil, by Claude Monet, 1875, oil on canvas - Fogg Art Museum, Harvard University - DSC00682.jpg",1280,911,354928
monet,Claude Monet,less_known,Grainstacks at the End of Summer,monet/less_known/grainstacks_at_the_end_of_summer.jpg,https://commons.wikimedia.org/wiki/File:Monet_-_grainstacks-at-the-end-of-summer-morning-effect.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a8/Monet_-_grainstacks-at-the-end-of-summer-morning-effect.jpg,File:Monet - grainstacks-at-the-end-of-summer-morning-effect.jpg,3048,2414,1950496
Paul_Cézanne,Paul Cézanne,well_known,The Card Players,Paul_Cézanne/well_known/the_card_players.jpg,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_The_Cardplayer_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e8/Paul_C%C3%A9zanne_-_The_Cardplayer_-_Google_Art_Project.jpg,File:Paul Cézanne - The Cardplayer - Google Art Project.jpg,1161,858,251678
Paul_Cézanne,Paul Cézanne,well_known,Mont Sainte-Victoire,Paul_Cézanne/well_known/mont_sainte_victoire.jpg,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_Mont_Sainte-Victoire_and_the_Viaduct_of_the_Arc_River_Valley_(Metropolitan_Museum_of_Art).jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Paul_C%C3%A9zanne_-_Mont_Sainte-Victoire_and_the_Viaduct_of_the_Arc_River_Valley_%28Metropolitan_Museum_of_Art%29.jpg,File:Paul Cézanne - Mont Sainte-Victoire and the Viaduct of the Arc River Valley (Metropolitan Museum of Art).jpg,1031,779,229768
Paul_Cézanne,Paul Cézanne,well_known,The Large Bathers,Paul_Cézanne/well_known/the_large_bathers.jpg,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_The_Large_Bathers_(Les_Grandes_baigneuses)_-_BF934_-_Barnes_Foundation.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bd/Paul_C%C3%A9zanne_-_The_Large_Bathers_%28Les_Grandes_baigneuses%29_-_BF934_-_Barnes_Foundation.jpg,File:Paul Cézanne - The Large Bathers (Les Grandes baigneuses) - BF934 - Barnes Foundation.jpg,1152,787,194438
Paul_Cézanne,Paul Cézanne,well_known,Still Life with Apples,Paul_Cézanne/well_known/still_life_with_apples.jpg,"https://commons.wikimedia.org/wiki/File:Still_life_with_seven_apples,_by_Paul_C%C3%A9zanne.jpg",https://upload.wikimedia.org/wikipedia/commons/1/1e/Still_life_with_seven_apples%2C_by_Paul_C%C3%A9zanne.jpg,"File:Still life with seven apples, by Paul Cézanne.jpg",1106,875,204094
Paul_Cézanne,Paul Cézanne,well_known,The Basket of Apples,Paul_Cézanne/well_known/the_basket_of_apples.jpg,https://commons.wikimedia.org/wiki/File:The_Basket_of_Apples_(ca._1893)_by_Paul_C%C3%A9zanne._Original_from_The_Art_Institute_of_Chicago._Digitally_enhanced_by_rawpixel._(50639078248).jpg,https://upload.wikimedia.org/wikipedia/commons/8/86/The_Basket_of_Apples_%28ca._1893%29_by_Paul_C%C3%A9zanne._Original_from_The_Art_Institute_of_Chicago._Digitally_enhanced_by_rawpixel._%2850639078248%29.jpg,File:The Basket of Apples (ca. 1893) by Paul Cézanne. Original from The Art Institute of Chicago. Digitally enhanced by rawpixel. (50639078248).jpg,2536,2003,535414
Paul_Cézanne,Paul Cézanne,less_known,Boy in a Red Vest,Paul_Cézanne/less_known/boy_in_a_red_vest.jpg,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_Boy_in_a_Red_Vest_(Le_Gar%C3%A7on_au_gilet_rouge)_-_BF20_-_Barnes_Foundation.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e5/Paul_C%C3%A9zanne_-_Boy_in_a_Red_Vest_%28Le_Gar%C3%A7on_au_gilet_rouge%29_-_BF20_-_Barnes_Foundation.jpg,File:Paul Cézanne - Boy in a Red Vest (Le Garçon au gilet rouge) - BF20 - Barnes Foundation.jpg,2536,3237,704242
Paul_Cézanne,Paul Cézanne,less_known,The Murder,Paul_Cézanne/less_known/the_murder.jpg,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_The_Murder_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/2/24/Paul_C%C3%A9zanne_-_The_Murder_-_Google_Art_Project.jpg,File:Paul Cézanne - The Murder - Google Art Project.jpg,3176,2637,496220
Paul_Cézanne,Paul Cézanne,less_known,The House of the Hanged Man,Paul_Cézanne/less_known/the_house_of_the_hanged_man.jpg,"https://commons.wikimedia.org/wiki/File:Paul_Cezanne,_The_Hanged_Man%27s_House,_1873.jpg",https://upload.wikimedia.org/wikipedia/commons/0/0e/Paul_Cezanne%2C_The_Hanged_Man%27s_House%2C_1873.jpg,"File:Paul Cezanne, The Hanged Man's House, 1873.jpg",2024,1698,521620
Paul_Cézanne,Paul Cézanne,less_known,Pyramid of Skulls,Paul_Cézanne/less_known/pyramid_of_skulls.jpg,"https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne,_Pyramid_of_Skulls,_c._1901.jpg",https://upload.wikimedia.org/wikipedia/commons/8/83/Paul_C%C3%A9zanne%2C_Pyramid_of_Skulls%2C_c._1901.jpg,"File:Paul Cézanne, Pyramid of Skulls, c. 1901.jpg",1248,1024,255679
Paul_Gauguin,Paul Gauguin,well_known,Where Do We Come From? What Are We? Where Are We Going?,Paul_Gauguin/well_known/where_do_we_come_from_what_are_we_where_are_we_going.jpg,https://commons.wikimedia.org/wiki/File:Where_are_we_going.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0d/Where_are_we_going.jpg,File:Where are we going.jpg,3090,1175,1570473
Paul_Gauguin,Paul Gauguin,well_known,Vision After the Sermon,Paul_Gauguin/well_known/vision_after_the_sermon.jpg,https://commons.wikimedia.org/wiki/File:Stamp_of_Albania_-_1998_-_Colnect_186200_-_Vision_After_the_Sermon_1888_oil_painting_by_Paul_Gauguin.jpeg,https://upload.wikimedia.org/wikipedia/commons/3/37/Stamp_of_Albania_-_1998_-_Colnect_186200_-_Vision_After_the_Sermon_1888_oil_painting_by_Paul_Gauguin.jpeg,File:Stamp of Albania - 1998 - Colnect 186200 - Vision After the Sermon 1888 oil painting by Paul Gauguin.jpeg,1119,891,178900
Paul_Gauguin,Paul Gauguin,well_known,The Yellow Christ,Paul_Gauguin/well_known/the_yellow_christ.jpg,"https://commons.wikimedia.org/wiki/File:The_Yellow_Christ_(recto),_Female_Bather_Wading_through_a_Brook_(ca._1889)_by_Paul_Gauguin._Original_from_The_Art_Institute_of_Chicago._Digitally_enhanced_by_rawpixel._(50623825967).jpg",https://upload.wikimedia.org/wikipedia/commons/2/23/The_Yellow_Christ_%28recto%29%2C_Female_Bather_Wading_through_a_Brook_%28ca._1889%29_by_Paul_Gauguin._Original_from_The_Art_Institute_of_Chicago._Digitally_enhanced_by_rawpixel._%2850623825967%29.jpg,"File:The Yellow Christ (recto), Female Bather Wading through a Brook (ca. 1889) by Paul Gauguin. Original from The Art Institute of Chicago. Digitally enhanced by rawpixel. (50623825967).jpg",2186,2726,345540
Paul_Gauguin,Paul Gauguin,well_known,Tahitian Women on the Beach,Paul_Gauguin/well_known/tahitian_women_on_the_beach.jpg,https://commons.wikimedia.org/wiki/File:Paul_Gauguin_(1848-1903)_-_Two_Nudes_on_a_Tahitian_Beach.jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/Paul_Gauguin_%281848-1903%29_-_Two_Nudes_on_a_Tahitian_Beach.jpg,File:Paul Gauguin (1848-1903) - Two Nudes on a Tahitian Beach.jpg,1120,841,200808
Paul_Gauguin,Paul Gauguin,well_known,Spirit of the Dead Watching,Paul_Gauguin/well_known/spirit_of_the_dead_watching.jpg,https://commons.wikimedia.org/wiki/File:Paul_Gauguin_-_Mana%C3%B2_tupapa%C3%BA_(Spirit_of_the_Dead_Watching)_-_1965-1_-_Albright%E2%80%93Knox_Art_Gallery.tiff,https://upload.wikimedia.org/wikipedia/commons/f/fe/Paul_Gauguin_-_Mana%C3%B2_tupapa%C3%BA_%28Spirit_of_the_Dead_Watching%29_-_1965-1_-_Albright%E2%80%93Knox_Art_Gallery.tiff,File:Paul Gauguin - Manaò tupapaú (Spirit of the Dead Watching) - 1965-1 - Albright–Knox Art Gallery.tiff,1042,818,138742
Paul_Gauguin,Paul Gauguin,less_known,The Loss of Virginity,Paul_Gauguin/less_known/the_loss_of_virginity.jpg,https://commons.wikimedia.org/wiki/File:Paul_Gauguin_-_The_Loss_of_Virginity_-_CM_71.510.jpg,https://upload.wikimedia.org/wikipedia/commons/3/33/Paul_Gauguin_-_The_Loss_of_Virginity_-_CM_71.510.jpg,File:Paul Gauguin - The Loss of Virginity - CM 71.510.jpg,1018,698,149347
Paul_Gauguin,Paul Gauguin,less_known,"The Swineherd, Brittany",Paul_Gauguin/less_known/the_swineherd_brittany.jpg,https://commons.wikimedia.org/wiki/File:Paul_Gauguin_018_(The_Swineherd).jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/Paul_Gauguin_018_%28The_Swineherd%29.jpg,File:Paul Gauguin 018 (The Swineherd).jpg,1044,818,189622
Paul_Gauguin,Paul Gauguin,less_known,The Little One Is Dreaming,Paul_Gauguin/less_known/the_little_one_is_dreaming.jpg,https://commons.wikimedia.org/wiki/File:PaulGauguin-1881-The_Little_One_is_Dreaming.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/PaulGauguin-1881-The_Little_One_is_Dreaming.jpg,File:PaulGauguin-1881-The Little One is Dreaming.jpg,1400,1137,1345174
Paul_Gauguin,Paul Gauguin,less_known,The Ham,Paul_Gauguin/less_known/the_ham.jpg,https://commons.wikimedia.org/wiki/File:Paul_Gauguin_-_The_Ham_-_Google_Art_Project.jpg,https://upload.wikimedia.org/wikipedia/commons/3/30/Paul_Gauguin_-_The_Ham_-_Google_Art_Project.jpg,File:Paul Gauguin - The Ham - Google Art Project.jpg,1118,959,259012
Paul_Gauguin,Paul Gauguin,less_known,Self-Portrait with Halo,Paul_Gauguin/less_known/self_portrait_with_halo.jpg,https://commons.wikimedia.org/wiki/File:Paul_Gauguin_-_Self-Portrait_with_Halo_and_Snake.jpg,https://upload.wikimedia.org/wikipedia/commons/6/64/Paul_Gauguin_-_Self-Portrait_with_Halo_and_Snake.jpg,File:Paul Gauguin - Self-Portrait with Halo and Snake.jpg,568,902,109951
picasso,Pablo Picasso,well_known,Guernica,picasso/well_known/guernica.jpg,https://commons.wikimedia.org/wiki/File:Pablo_Picasso%27s_Guernica.jpg,https://upload.wikimedia.org/wikipedia/commons/6/69/Pablo_Picasso%27s_Guernica.jpg,File:Pablo Picasso's Guernica.jpg,3369,1523,2214969
picasso,Pablo Picasso,well_known,Les Demoiselles d'Avignon,picasso/well_known/les_demoiselles_d_avignon.jpg,https://commons.wikimedia.org/wiki/File:Les_Demoiselles_d%27Avignon_(7925004644).jpg,https://upload.wikimedia.org/wikipedia/commons/2/2a/Les_Demoiselles_d%27Avignon_%287925004644%29.jpg,File:Les Demoiselles d'Avignon (7925004644).jpg,1925,2000,936771
picasso,Pablo Picasso,well_known,The Old Guitarist,picasso/well_known/the_old_guitarist.jpg,https://commons.wikimedia.org/wiki/File:Mona_lisa_the_old_guitarist_o_lbfgs_i_content_h_720_m_vgg19_cw_100000.0_sw_30000.0_tv_1.0.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7a/Mona_lisa_the_old_guitarist_o_lbfgs_i_content_h_720_m_vgg19_cw_100000.0_sw_30000.0_tv_1.0.jpg,File:Mona lisa the old guitarist o lbfgs i content h 720 m vgg19 cw 100000.0 sw 30000.0 tv 1.0.jpg,3648,5472,7274553
picasso,Pablo Picasso,well_known,Girl before a Mirror,picasso/well_known/girl_before_a_mirror.jpg,"https://commons.wikimedia.org/wiki/File:Young_Girl_Before_a_Mirror_in_a_Pink_Dress,_by_Frederick_C._Frieseke,_1923,_oil_on_canvas_-_Hyde_Collection_-_Glens_Falls,_NY_-_20180224_121821.jpg",https://upload.wikimedia.org/wikipedia/commons/4/41/Young_Girl_Before_a_Mirror_in_a_Pink_Dress%2C_by_Frederick_C._Frieseke%2C_1923%2C_oil_on_canvas_-_Hyde_Collection_-_Glens_Falls%2C_NY_-_20180224_121821.jpg,"File:Young Girl Before a Mirror in a Pink Dress, by Frederick C. Frieseke, 1923, oil on canvas - Hyde Collection - Glens Falls, NY - 20180224 121821.jpg",866,1088,646192
picasso,Pablo Picasso,well_known,Three Musicians,picasso/well_known/three_musicians.jpg,https://commons.wikimedia.org/wiki/File:Stamp_of_Albania_-_2000_-_Colnect_186683_-_Three_Musicians_1921_oil_painting_by_Pablo_Picasso.jpeg,https://upload.wikimedia.org/wikipedia/commons/d/df/Stamp_of_Albania_-_2000_-_Colnect_186683_-_Three_Musicians_1921_oil_painting_by_Pablo_Picasso.jpeg,File:Stamp of Albania - 2000 - Colnect 186683 - Three Musicians 1921 oil painting by Pablo Picasso.jpeg,1088,995,345941
picasso,Pablo Picasso,less_known,Science and Charity,picasso/less_known/science_and_charity.jpg,"https://commons.wikimedia.org/wiki/File:Essays,_political,_economical,_and_philosophical_(1796)_(14764336665).jpg",https://upload.wikimedia.org/wikipedia/commons/c/ca/Essays%2C_political%2C_economical%2C_and_philosophical_%281796%29_%2814764336665%29.jpg,"File:Essays, political, economical, and philosophical (1796) (14764336665).jpg",1804,1411,500519
picasso,Pablo Picasso,less_known,Portrait of Gertrude Stein,picasso/less_known/portrait_of_gertrude_stein.jpg,https://commons.wikimedia.org/wiki/File:Portrait_of_Gertrude_Stein_by_Jo_Davidson.jpg,https://upload.wikimedia.org/wikipedia/commons/3/35/Portrait_of_Gertrude_Stein_by_Jo_Davidson.jpg,File:Portrait of Gertrude Stein by Jo Davidson.jpg,1806,2258,595111
picasso,Pablo Picasso,less_known,Ma Jolie,picasso/less_known/ma_jolie.jpg,"https://commons.wikimedia.org/wiki/File:Prends_garde_ma_jolie_!_Paroles_de_Phylo,_musique_de_Laurent_Halet_-_bpt6k870851w_(6_of_6).jpg",https://upload.wikimedia.org/wikipedia/commons/1/19/Prends_garde_ma_jolie_%21_Paroles_de_Phylo%2C_musique_de_Laurent_Halet_-_bpt6k870851w_%286_of_6%29.jpg,"File:Prends garde ma jolie ! Paroles de Phylo, musique de Laurent Halet - bpt6k870851w (6 of 6).jpg",3136,3989,924213
rembrant,Rembrandt,well_known,The Night Watch,rembrant/well_known/the_night_watch.jpg,https://commons.wikimedia.org/wiki/File:The_Night_Watch_-_HD.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5a/The_Night_Watch_-_HD.jpg,File:The Night Watch - HD.jpg,1126,1280,1229653
rembrant,Rembrandt,well_known,The Anatomy Lesson of Dr. Nicolaes Tulp,rembrant/well_known/the_anatomy_lesson_of_dr_nicolaes_tulp.jpg,https://commons.wikimedia.org/wiki/File:Rembrandt_van_Rijn_-_The_Anatomy_Lesson_of_Dr_Nicolaes_Tulp_-_146_-_Mauritshuis.jpg,https://upload.wikimedia.org/wikipedia/commons/5/52/Rembrandt_van_Rijn_-_The_Anatomy_Lesson_of_Dr_Nicolaes_Tulp_-_146_-_Mauritshuis.jpg,File:Rembrandt van Rijn - The Anatomy Lesson of Dr Nicolaes Tulp - 146 - Mauritshuis.jpg,2351,1774,941985
rembrant,Rembrandt,well_known,The Return of the Prodigal Son,rembrant/well_known/the_return_of_the_prodigal_son.jpg,https://commons.wikimedia.org/wiki/File:Rembrandt_Harmensz_van_Rijn_-_The_Return_of_the_Prodigal_Son.jpg,https://upload.wikimedia.org/wikipedia/commons/5/53/Rembrandt_Harmensz_van_Rijn_-_The_Return_of_the_Prodigal_Son.jpg,File:Rembrandt Harmensz van Rijn - The Return of the Prodigal Son.jpg,1280,1254,810790
rembrant,Rembrandt,well_known,Self-Portrait with Two Circles,rembrant/well_known/self_portrait_with_two_circles.png,https://commons.wikimedia.org/wiki/File:Rembrandt_Self_Portrait_with_Two_Circles.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/Rembrandt_Self_Portrait_with_Two_Circles.jpg,File:Rembrandt Self Portrait with Two Circles.jpg,3816,4351,32112640
rembrant,Rembrandt,well_known,The Jewish Bride,rembrant/well_known/the_jewish_bride.jpg,https://commons.wikimedia.org/wiki/File:Rembrandt_-_The_Jewish_Bride_-_WGA19158.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/Rembrandt_-_The_Jewish_Bride_-_WGA19158.jpg,File:Rembrandt - The Jewish Bride - WGA19158.jpg,1600,1153,260403
rembrant,Rembrandt,less_known,The Polish Rider,rembrant/less_known/the_polish_rider.jpg,https://commons.wikimedia.org/wiki/File:The_Polish_Rider_-_Rembrandt_Harmenszoon_van_Rijn.png,https://upload.wikimedia.org/wikipedia/commons/4/41/The_Polish_Rider_-_Rembrandt_Harmenszoon_van_Rijn.png,File:The Polish Rider - Rembrandt Harmenszoon van Rijn.png,1004,842,150125
rembrant,Rembrandt,less_known,The Mill,rembrant/less_known/the_mill.jpg,"https://commons.wikimedia.org/wiki/File:Timothy_Cole_after_Rembrandt_van_Rijn,_The_Mill,_1920,_NGA_5967.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c1/Timothy_Cole_after_Rembrandt_van_Rijn%2C_The_Mill%2C_1920%2C_NGA_5967.jpg,"File:Timothy Cole after Rembrandt van Rijn, The Mill, 1920, NGA 5967.jpg",1032,734,536520
rembrant,Rembrandt,less_known,Bathsheba at Her Bath,rembrant/less_known/bathsheba_at_her_bath.jpg,https://commons.wikimedia.org/wiki/File:Rembrandt_-_Bathsheba_at_Her_Bath_-_WGA19090.jpg,https://upload.wikimedia.org/wikipedia/commons/4/43/Rembrandt_-_Bathsheba_at_Her_Bath_-_WGA19090.jpg,File:Rembrandt - Bathsheba at Her Bath - WGA19090.jpg,1043,1033,169688
rembrant,Rembrandt,less_known,A Woman Bathing in a Stream,rembrant/less_known/a_woman_bathing_in_a_stream.jpg,https://commons.wikimedia.org/wiki/File:Amsterdam_-_Rijksmuseum_-_Late_Rembrandt_Exposition_2015_-_A_Woman_Bathing_in_A_Stream_(Hendrickje_Stoffels)_1654.png,https://upload.wikimedia.org/wikipedia/commons/d/dd/Amsterdam_-_Rijksmuseum_-_Late_Rembrandt_Exposition_2015_-_A_Woman_Bathing_in_A_Stream_%28Hendrickje_Stoffels%29_1654.png,File:Amsterdam - Rijksmuseum - Late Rembrandt Exposition 2015 - A Woman Bathing in A Stream (Hendrickje Stoffels) 1654.png,992,773,407636
rembrant,Rembrandt,less_known,Aristotle with a Bust of Homer,rembrant/less_known/aristotle_with_a_bust_of_homer.jpg,https://commons.wikimedia.org/wiki/File:Rembrandt_-_Aristotle_with_a_Bust_of_Homer_-_WGA19232.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b0/Rembrandt_-_Aristotle_with_a_Bust_of_Homer_-_WGA19232.jpg,File:Rembrandt - Aristotle with a Bust of Homer - WGA19232.jpg,2500,2641,789444
